,ADDRESS,BATHS,BEDS,CITY,DAYS ON MARKET,DESC,HOA/MONTH,LATITUDE,LOCATION,LONGITUDE,LOT SIZE,PRICE,PROPERTY TYPE,SALE TYPE,SQUARE FEET,SQUAREFT,STATE,STATUS,URL,YEAR BUILT,ZIP,FAVORITED
131,3027 NE 91st St,2.0,3,Seattle,1,"Beautiful remodeled craftsman on spectacular mostly level 1/4 acre lot. You just don't find lots like this in city! Large open updated kitchen. Spacious formal dining room with french doors that open to deck. Fabulous master suite with private bath & enormous walk in closet. Loaded with charm - coved ceilings, period fireplace. Updated electrical, plumbing, windows & earthquake retro-fitted. Unfinished bsmt offers future expansion potential. Oversized 2 car garage. Coveted Wedgwood neighborhood!",0.0,47.6945329,Wedgwood,-122.2948254,10026.0,900000,Single Family Residential,MLS Listing,3020.0,298.0,WA,Active,http://www.redfin.com/WA/Seattle/3027-NE-91st-St-98115/home/318208,1933.0,98115,N
132,3116 NE 83rd St,2.5,3,Seattle,1,"Nestled on one of the most desired streets in Wedgwood, this charmer offers all the updates for todays lifestyle. 3 Bedrooms on the main, including a lovely master suite, open remodeled kitchen & spacious family room + 3 updated bathrooms. Meticulously maintained, new cedar shake roof, exterior & interior freshly painted, updated systems, + more. Lower level includes 3/4 bath & separate entrance; family room, possible MIL/extended family? Private & inviting back yard & newer deck. A true gem.",0.0,47.6890118,Wedgwood,-122.2942188,6000.0,925000,Single Family Residential,MLS Listing,2460.0,376.0,WA,Active,http://www.redfin.com/WA/Seattle/3116-NE-83rd-St-98115/home/318486,1942.0,98115,N
133,11860 12th Ave S,1.0,2,Seattle,1,"You will feel right at home in this updated charmer. Gleaming oak hardwoods, a remodeled kitchen, large windows & a wood-burning fireplace (Bonus: nearly 3 cords of firewood)! The home sits on a large, corner lot with plenty of garden space; raised beds in backyard. Finished basement could be a non-conforming 3rd bedroom. Detached garage. Port package windows. Gas dryer. French drain for dry basement. Southern Heights Park is 1 block away with toddler-friendly playground.",0.0,47.495976,Boulevard Park,-122.3175769,7397.0,350000,Single Family Residential,MLS Listing,1360.0,257.0,WA,Active,http://www.redfin.com/WA/Seattle/11860-12th-Ave-S-98168/home/187838,1942.0,98168,N
134,12550 Shorewood Lane SW,3.5,4,Burien,1,"Sparkling Destination for those in search of hushed privacy mixed with high tide splash to dancing light across sand at low tide. Idyllic SW exposure, 3,530-ft2, 4+Bd home designed from beach up commands 108’ shoreline on Shorewood’s expansive cove, Parking for 8, enjoy curious seals, otters, eagles and Herman, the faithful resident’s heron. Seamlessly entertain where patios, decks and boat launch extend beyond sunset. Sailboat-like efficiency throughout, parking for 8. Refresh-Engage-Live!",6.0,47.4900513,Shorewood,-122.3656988,37273.0,2079500,Single Family Residential,MLS Listing,3530.0,589.0,WA,Active,http://www.redfin.com/WA/Burien/12550-Shorewood-Ln-SW-98146/home/333028,1966.0,98146,N
135,20129 Hollyhills Dr NE,2.5,3,Bothell,1,"In the quiet neighborhood of Morningside just minutes to DT Woodinville, 522 & 405 you'll find this pristine craftsman. The floors have just been upgraded to hand scraped acacia absolutely gorgeous. The kitchen has SS appliances and gas cooking and brand new range and oversize granite sink. Off the main living room you will find a lovely deck perfect for BBQ's and alfresco dining. Through the gate there is a public greenspace. Large 2 car garage.",68.0,47.7742609,Morningside,-122.1715174,4281.0,598000,Single Family Residential,MLS Listing,1790.0,334.0,WA,Active,http://www.redfin.com/WA/Bothell/20129-Hollyhills-Dr-NE-98011/home/287441,1987.0,98011,N
136,12400 71st Ave S,,0,Seattle,1,"Two tax parcels to be sold together. Just over 1.3 acre. Zoned R24P for parcel 1, R6P for parcel 2.",0.0,47.4955223,Skyway,-122.2446462,57086.0,375000,Vacant Land,MLS Listing,,,WA,Active,http://www.redfin.com/WA/Seattle/12400-71st-Ave-S-98178/home/22485149,,98178,N
137,19018 178th Place SE,2.5,5,Renton,1,"Beautiful 5 bedroom home --only 2 years old, this home has incredible details. The kitchen has granite counter tops and stainless steel appliances, Large kitchen island, and an open floorplan that makes entertaining fun. Large deck that backs to trees. Long driveway with lots of parking. 3 car garage. Fitness park and playground across the street. Close to all the great shopping and freeways.",50.0,47.4318186,Renton,-122.1026146,7890.0,675000,Single Family Residential,MLS Listing,2390.0,282.0,WA,Active,http://www.redfin.com/WA/Renton/19018-178th-Pl-SE-98058/home/69357014,2015.0,98058,N
138,9630 2nd St SE #18,2.0,2,Lake Stevens,1,"Rare, one story townhome in Stevens Pointe with 2-car attached garage, fully fenced yard, multiple skylights, walk-in closet, patio, deck, den/office, and updated kitchen. All appliances stay, even washer & dryer! Very open and bright floorplan featuring gas fireplace and art niche. French doors open into den/office the onto back patio created for entertaining! HOA dues include exterior maintenance, earthquake insurance, and weekly lawn service. Close to Frontier Village and Wyatt Park!",236.0,47.994279,Lake Stevens,-122.101753,180323.0,295000,Townhouse,MLS Listing,1209.0,244.0,WA,Active,http://www.redfin.com/WA/Lake-Stevens/9630-2nd-St-SE-98258/unit-18/home/2845199,1995.0,98258,N
139,4926 NE 24th St,2.25,3,Renton,1,Earn sweat equity in this cosmetic fixer located on a large fenced lot. Kitchen with plenty of cabinet space and eating counter. Large living room with brick fireplace. Exit dining room onto full lenth cantilevered entertainment deck that overlooks a large back yard with views of Cougar Mountain. Downstairs features large family room with fireplace and possible 4th bedroom.,0.0,47.5131084,Renton,-122.1523378,9648.0,425000,Single Family Residential,MLS Listing,1740.0,244.0,WA,Active,http://www.redfin.com/WA/Renton/4926-NE-24th-St-98059/home/411974,1968.0,98059,N
140,1856 Central Place S #35,1.0,1,Kent,1,"Vacant & ready to move in one bedroom Condominium in South Kent. Property is on the Green River with handy access to the Green River Trail and bus lines. Only blocks to the Sound Transit Kent Station. Newer flooring, sinks, bathtub, stove, refrigerator. All appliances including Washer/Dryer stay. One assigned parking space and one extra available. RV parking available! Nice clean complex. Dues only $243.30 month. Nice investment property or owner occupied to eliminate those high rents!",243.0,47.3627819,Green River,-122.227868,199208.0,125000,Condo/Co-op,MLS Listing,563.0,222.0,WA,Active,http://www.redfin.com/WA/Kent/1856-Central-Pl-S-98030/unit-35/home/145577984,1978.0,98030,N
141,11820 NE 71st Ln (Unit 24),2.5,4,Kirkland,1,"Last Opp to buy in Rosehaven, a Toll Brothers community in coveted Rose Hill! This Shoreline model home boasts a grand living space, stunning wood curved stairs. 4 bds, 2.5 baths w/ loft. Over $200K luxuriously appointed finishes, designer touches & furnishings. Plus, Smrt home features. Cef's kitchn, Wolf & Subzero apps, qrtz counters. Spa-like master suite. Cal Closets. Covered patio w/ spkers. Mins to dntown Bellevue, Kirkland & Redmond. EZ access to I-405 & 520, MS, Google, Amzon. Lk WA Schs.",175.0,47.6691876,Rose Hill,-122.16492,3488.0,1799995,Single Family Residential,MLS Listing,3258.0,552.0,WA,Active,http://www.redfin.com/WA/Kirkland/11820-NE-71st-Ln-98033/home/143025742,2017.0,98033,N
142,360 NE 167th St,2.75,5,Shoreline,1,"Exceptional first time resale in desirable Shoreline area. When entering the home you'll appreciate the attention to detail and the finish work that the builder put into this home. Well-appointed kitchen that opens to the family room, traditional formal living and dining room, covered outdoor living space to enjoy the large backyard, bedroom on the main, large master suite with 5 piece bath on the upper floor, with two additional bedrooms and a full bath. This home also has its own gated entry!",0.0,47.7506842,Shoreline,-122.3246427,12300.0,1150000,Single Family Residential,MLS Listing,2720.0,423.0,WA,Active,http://www.redfin.com/WA/Seattle/360-NE-167th-St-98155/home/22420888,2012.0,98155,N
143,9805 Avondale Rd NE Unit U255,2.0,2,Redmond,1,"ATTENTION investors & first time home buyers! NO RENTAL CAP! Completely remodeled & updated top floor 2 bed/2 bath gem in the heart of Redmond. Open floor plan with ALL new kitchen! ALL New SS appliances, cabinets, counters, backsplash, new luxury vinyl plank flooring, new 8# padding/carpets. Remodeled Bathrooms, new W/ D, private deck, cozy gas fireplace & TWO parking spaces come with this unit! You won't find a better location! Low HOA dues w/ clubhouse, sport court & pool. Close to everything!",378.0,47.6878623,Avondale,-122.0944957,,389500,Condo/Co-op,MLS Listing,823.0,473.0,WA,Active,http://www.redfin.com/WA/Redmond/9805-Avondale-Rd-NE-98052/unit-U255/home/12536762,1985.0,98052,N
144,27221 118th Ave SE,1.0,1,Kent,1,"Totally updated basement rambler (2010) on large fenced lot in Derbyshire. . Exterior improvements include windows, siding and roof. Spacious living room with hardwood floors. The master bedroom was enlarged by removing the wall between 2 bedrooms. Fully updated Bath. The kitchen with granite countertops, tile floors & stainless appliances. The eating space off the kitchen has French Doors opening to a large deck. The finished basement w/ rec room, ex. finished room, work area and laundry area.",0.0,47.3569323,East Hill,-122.1837545,9801.0,275000,Single Family Residential,MLS Listing,1720.0,160.0,WA,Active,http://www.redfin.com/WA/Kent/27221-118th-Ave-SE-98030/home/404329,1961.0,98030,N
145,17820 19th Ave SE #10,2.5,3,Bothell,1,"A great opportunity to live in Wisteria Station, 3 bed 2.5 bath detached condo features beautiful Brazilian Cherry hardwoods on main floor. Office, New carpet throughout. Gas Fireplace. Lots of natural sunlight, wood blinds, Chefs kitchen w/ granite tile counters, breakfast bar. One of the few homes with a larger backyard, covered patio ready for entertaining. MB features 5 piece spa bath, walk in closet. Bonus room lower level 3 car tandem garage, storage. Close to Mill Creek, I-5 and 405.",41.0,47.835894,Bothell,-122.2070586,3009.0,525000,Townhouse,MLS Listing,2390.0,220.0,WA,Active,http://www.redfin.com/WA/Mill-Creek/17820-19th-Ave-SE-98012/unit-10/home/11884017,2007.0,98012,N
146,8614 26th Ave SW Unit C,1.75,2,Seattle,1,"Updated top floor corner unit w/ lots of natural light via large windows & skylights. open flow unit with spacious master suite w/ walk-in closet & full bath. A/C in the suite. Granite countertops, ceramic tiles & laminate floors. Tiled balcony great for sunny day BBQ. In- suite utility w/ extra storage. Quiet unit in small 4-unit complex on dead-end street cover with trees and greenery. Convenient covered parking w/ extra storage. Close to Westwood Village Shopping Center.",300.0,47.5259649,Westwood,-122.3655115,7681.0,320000,Condo/Co-op,MLS Listing,976.0,328.0,WA,Active,http://www.redfin.com/WA/Seattle/8614-26th-Ave-SW-98106/unit-C/home/2080457,1980.0,98106,N
147,11442 SE 164th St,2.0,3,Renton,1,Beautiful CUSTOM built home. Sitting back off the road on a beautiful lot. This home boasts of amazing light and beautiful finishes. From the spacious and well lit living room to the french doors leading into a spectacular master bedroom with en suite. Features include a sprinkler system as well as built in sound system. Beautiful hard wood floors in the kitchen and dining room and lighting underneath the upper kitchen cabinets. Everything was thought of when this home was built.,0.0,47.45685200000001,Renton,-122.186978,8790.0,465000,Single Family Residential,MLS Listing,1630.0,285.0,WA,Active,http://www.redfin.com/WA/Renton/11442-SE-164th-St-98055/home/22460015,2009.0,98055,N
148,24201 93rd Ct S #10,2.75,4,Kent,1,"WestView a new community in Kent by Schneider Family Homes , Lots of Standard features spacious Great room with a front room (dining, living room or office/library) with double doors. Home also has a private guest bedroom/den on main floor with a 3/4 bath/powder room- Kitchen with granite, chimney hood vent with built in microwave & oven, full tile backsplash. 2nd Floor: Large bright bonus room +4 beds inc. master w/ 5 piece on suite. Covered back patio Landscaped/fenced. Plan 235A",30.0,47.4025428,East Hill,-122.2166371,5549.0,647000,Single Family Residential,MLS Listing,3079.0,210.0,WA,Active,http://www.redfin.com/WA/Kent/24201-93rd-Pl-S-98031/unit-10/home/144856048,2018.0,98030,N
149,7051 34th Ave NE,3.5,5,Seattle,1,"Stunning home with classic elegance! Three floors of luxury. High ceilings, wide plank white oak hardwoods, gorgeous built-in bookcases, designer light fixtures, custom tile. Glamorous kitchen-commercial grade Verona range, polished quartz counters, large farmhouse sink. Master suite with walk-in closet and beautiful 5pc bath. High-efficiency systems; tankless water heater, gas fp, gas furnace and A/C! Cascade mountain views. Walkable, nice neighborhood. Relax in your new, beautiful dream home!",0.0,47.6809503,Bryant,-122.2917779,3800.0,1675000,Single Family Residential,MLS Listing,4014.0,417.0,WA,Active,http://www.redfin.com/WA/Seattle/7051-34th-Ave-NE-98115/home/314865,2015.0,98115,N
150,1506 77th Ave SE,2.75,7,Lake Stevens,1,"Better than new home! Great room with gas fpl and lg picture window. Kitchen with SS app. granite ctrs and breakfast bar. Watch the summer sunsets. M fl Den/Bdrm & 3/4 bath. Beautiful master with spacious 5-piece bath and 2 walk-in closets! AC for those hot days and ceiling fans in all bedrooms & bonus room. Check out the custom cabinets in laundry center upstairs. Fully fenced backyard with patio. LED can lights, closet organizers, Move in ready. Seller intends to review offers 5/14 not before.",38.0,47.98213300000001,Lake Stevens,-122.12803,3049.0,500000,Single Family Residential,MLS Listing,2563.0,195.0,WA,Active,http://www.redfin.com/WA/Lake-Stevens/1506-77th-Ave-SE-98258/home/113070949,2015.0,98258,N
151,7301 5th Ave NE #403,2.0,2,Seattle,1,"City and mountain view Green Lake condo is your opportunity to live a few short blocks from the storied and beautiful inner city Green Lake park. Night and day the community offers plenty. Restaurants, bistros and all kinds of convenient shopping. No shortage of activity and services here and no need for the car all weekend! A convenient commute in all directions. 2 BR/2 Bath, Master w/ walk in closet and full bath. Brand new hardwood floors, secure underground parking and large storage unit!",400.0,47.68184779999999,Green Lake,-122.3231713,6900.0,575000,Condo/Co-op,MLS Listing,918.0,626.0,WA,Active,http://www.redfin.com/WA/Seattle/7301-5th-Ave-NE-98115/unit-403/home/44989,1999.0,98115,N
