,PROPERTY TYPE,ADDRESS,LOCATION,PRICE,BEDS,BATHS,SQUARE FEET,LOT SIZE,DAYS ON MARKET,HOA/MONTH,URL
1828,Single Family Residential 2018,14435 161st Ave SE Renton WA 98059,Cedarcroft,899995.0,5,3,298,97298,82,212.,http://www.redfin.com/WA/Renton/14435-161st-Ave-SE-98059/home/146125414
1829,Single Family Residential 2018,Floorplan 3774 Renton WA 98059,Weston Heights,949950.0,5,3.5,377,97298,156,212.,http://www.redfin.com/WA/Renton/Weston-Heights/Floorplan-3774/home/146211213
1830,Single Family Residential 2018,Floorplan 3083 Renton WA 98059,Weston Heights,924950.0,4,2.5,308,97298,156,212.,http://www.redfin.com/WA/Renton/Weston-Heights/Floorplan-3083/home/146211214
1831,Single Family Residential 2018,Floorplan 3044 Renton WA 98059,Weston Heights,879950.0,5,3,304,97298,156,212.,http://www.redfin.com/WA/Renton/Weston-Heights/Floorplan-3044/home/146211215
1832,Single Family Residential 2018,2501-R Renton WA 98059,Weston Heights,829950.0,4,2.5,250,97298,156,212.,http://www.redfin.com/WA/Renton/Weston-Heights/2501-R/home/146211216
1833,Condo/Co-op 2018,Floorplan 2170 Renton WA 98059,Weston Heights,799950.0,3,2.5,217,97298,156,212.,http://www.redfin.com/WA/Renton/Weston-Heights/Floorplan-2170/home/146211217
1834,Townhouse 2018,Plan 6D Newcastle WA 98056,Aldea,747900.0,2,3,137,97298,156,212.,http://www.redfin.com/WA/Newcastle/Aldea/Plan-6D/home/146256143
1835,Townhouse 2018,Plan 6B Newcastle WA 98056,Aldea,747900.0,2,3,137,97298,156,212.,http://www.redfin.com/WA/Newcastle/Aldea/Plan-6B/home/146256141
1836,Townhouse 2018,Plan 6A Newcastle WA 98056,Aldea,754900.0,2,3,138,97298,156,212.,http://www.redfin.com/WA/Newcastle/Aldea/Plan-6A/home/146256139
1837,Single Family Residential 2018,3044 3-Car Renton WA 98059,Weston Heights,974950.0,5,3,304,97298,156,212.,http://www.redfin.com/WA/Renton/Weston-Heights/3044-3-Car/home/146409681
1838,Single Family Residential 2018,Weston Heights - 3044 3-car garage Renton WA 98059,Weston Heights,974950.0,4,3,304,97298,156,212.,http://www.redfin.com/WA/Renton/Weston-Heights/Weston-Heights-3044-3-car-garage/home/146362609
1839,Single Family Residential 2018,Ashland (WA) Renton WA 98059,Cedarcroft,889995.0,4,2.5,298,97298,156,212.,http://www.redfin.com/WA/Renton/Cedarcroft/Ashland-WA/home/144056101
1840,Single Family Residential 2018,Ballard Renton WA 98059,Cedarcroft,915995.0,4,3,323,97298,156,212.,http://www.redfin.com/WA/Renton/Cedarcroft/Ballard/home/144056100
1841,Single Family Residential 2018,Tacoma Renton WA 98059,Cedarcroft,919995.0,4,3,316,97298,156,212.,http://www.redfin.com/WA/Renton/Cedarcroft/Tacoma/home/144056099
1842,Single Family Residential 2018,Weston Heights - 3774 Renton WA 98059,Weston Heights,949950.0,5,3.5,377,97298,156,212.,http://www.redfin.com/WA/Renton/Weston-Heights/Weston-Heights-3774/home/136766772
1843,Single Family Residential 2018,Weston Heights - 2501 Renton WA 98059,Weston Heights,829950.0,4,2.5,250,97298,156,212.,http://www.redfin.com/WA/Renton/Weston-Heights/Weston-Heights-2501/home/136766770
1844,Single Family Residential 2018,Weston Heights - 2170 Renton WA 98059,Weston Heights,799950.0,3,2.5,217,97298,156,212.,http://www.redfin.com/WA/Renton/Weston-Heights/Weston-Heights-2170/home/136766764
1845,Single Family Residential 2018,Weston Heights - 3044 Renton WA 98059,Weston Heights,879950.0,4,3,304,97298,156,212.,http://www.redfin.com/WA/Renton/Weston-Heights/Weston-Heights-3044/home/136766757
1846,Single Family Residential 2018,Weston Heights - 3083 Renton WA 98059,Weston Heights,924950.0,4,2.5,308,97298,156,212.,http://www.redfin.com/WA/Renton/Weston-Heights/Weston-Heights-3083/home/136766752
1847,Single Family Residential 2018,733 Lakewood Rd Arlington WA 98223,Seven Lakes,3400000.0,5,5.75,999,2174515,80,212.,http://www.redfin.com/WA/Arlington/733-Lakewood-Rd-98223/home/2584239
1848,Single Family Residential 2018,23020 Oso Loop Rd Arlington WA 98223,Oso,675000.0,3,2,287,1306800,82,212.,http://www.redfin.com/WA/Arlington/23020-Oso-Loop-Rd-98223/home/2538310
1849,Single Family Residential 2018,21312 268th Place NE Arlington WA 98223,Arlington,325000.0,1,1,384,43996,82,212.,http://www.redfin.com/WA/Arlington/21312-268th-St-NE-98223/home/113062842
1850,Single Family Residential 2018,21816 42nd Dr NE Arlington WA 98223,Eagle Ridge,584950.0,4,2.5,309,304920,82,33.0,http://www.redfin.com/WA/Arlington/21816-42nd-Dr-NE-98223/home/2499367
1851,Single Family Residential 2018,30017 411th Avenue NE Arlington WA 98223,Squire Creek,250000.0,1,1,680,10454,83,212.,http://www.redfin.com/WA/Arlington/30017-411th-Ave-NE-98223/home/2761470
1852,Single Family Residential 2018,13026 158th Place NE Arlington WA 98223,Burn Road,559000.0,3,2.25,365,300564,83,212.,http://www.redfin.com/WA/Arlington/13026-158th-Pl-NE-98223/home/2610816
1853,Single Family Residential 2018,35428 310th St NE Arlington WA 98223,Whitehorse,150000.0,2,1,930,22762,84,58.0,http://www.redfin.com/WA/Arlington/35428-310th-St-NE-98223/home/2505660
1854,Vacant Land 2018,41315 318th St NE Arlington WA 98223,Whitehorse,99950.0,0,2.69,266,228254,84,212.,http://www.redfin.com/WA/Arlington/41315-1016-W-Mukilteo-Blvd-St-NE-Unknown/home/146110692
1855,Vacant Land 2018,32824 Finn Settlement Rd Arlington WA 98223,Arlington,149950.0,0,2.69,266,106286,84,212.,http://www.redfin.com/WA/Arlington/32824-Finn-Settlement-Rd-98223/home/145682621
1856,Vacant Land 2018,13528 Jordan Rd Arlington WA 98223,Arlington,561500.0,0,2.69,266,784559,85,212.,http://www.redfin.com/WA/Arlington/13528-Jordan-Rd-98223/home/2459216
1857,Single Family Residential 2018,22907 37TH Ave NE Arlington WA 98223,Eagle Ridge,435000.0,3,2,318,217500,86,17.0,http://www.redfin.com/WA/Arlington/22907-37th-Ave-NE-98223/home/2470258
1858,Mobile/Manufactured Home 2018,18311 Russian Rd Arlington WA 98223,Snohomish,335000.0,2,2,126,50530,87,212.,http://www.redfin.com/WA/Arlington/18311-Russian-Rd-98223/home/2453515
1859,Single Family Residential 2018,12210 Rainbow Dr Arlington WA 98223,Rainbow Springs,330000.0,3,2.5,179,7840,88,212.,http://www.redfin.com/WA/Arlington/12210-Rainbow-Rd-98223/home/2735959
1860,Single Family Residential 2018,27716 State Route 9 NE Arlington WA 98223,Arlington,449950.0,3,2.5,183,137214,88,212.,http://www.redfin.com/WA/Arlington/27716-WA-9-98223/home/22095643
1861,Single Family Residential 2018,20215 97th Ave NE Arlington WA 98223,Arlington,524950.0,3,3,240,259618,88,212.,http://www.redfin.com/WA/Arlington/20215-97th-Ave-NE-98223/home/2520970
1862,Single Family Residential 2018,3828 226th Place NE Arlington WA 98223,Eagle Ridge,589950.0,3,2.5,270,217800,89,28.0,http://www.redfin.com/WA/Arlington/3828-226th-Pl-NE-98223/home/2470323
1863,Vacant Land 2018,11505 192nd Dr NE Arlington WA 98223,Jordan Ridge/River,121500.0,0,2.69,266,15246,89,212.,http://www.redfin.com/WA/Arlington/11505-192nd-Dr-NE-98223/home/146084498
1864,Vacant Land 2018,9111 Tveit Rd Arlington WA 98223,Arlington,4500000.0,0,2.69,266,1156082,89,212.,http://www.redfin.com/WA/Arlington/9111-Tveit-Rd-98223/home/2514774
1865,Single Family Residential 2018,17919 E Spring Lake Rd Arlington WA 98223,Jordan Road,499950.0,2,2,218,199940,89,212.,http://www.redfin.com/WA/Arlington/17919-E-Spring-Lake-Rd-98223/home/2453490
1866,Single Family Residential 2018,6727 Highland View Dr Arlington WA 98223,Arlington,369000.0,3,2.5,157,8276,90,10.0,http://www.redfin.com/WA/Arlington/6727-Highland-View-Dr-98223/home/2861004
1867,Single Family Residential 2018,233 178th Place NE Arlington WA 98223,Arlington,639999.0,4,2.5,304,50530,95,36.0,http://www.redfin.com/WA/Arlington/233-178th-Pl-NE-98223/home/12489744
1868,Single Family Residential 2018,25415 Mountain Drive Arlington WA 98223,Arlington,389950.0,3,1.75,136,17424,95,212.,http://www.redfin.com/WA/Arlington/25415-Mountain-Dr-98223/home/2777049
1869,Single Family Residential 2018,15308 Forty Five Rd Arlington WA 98223,Firetrail,499000.0,3,2.5,234,13939,96,212.,http://www.redfin.com/WA/Arlington/15308-Forty-Five-Rd-98223/home/2756291
1870,Single Family Residential 2018,11709 172nd Dr NE Arlington WA 98223,Blue Spruce,415000.0,3,2.5,230,14375,103,23.0,http://www.redfin.com/WA/Arlington/11709-172nd-Dr-NE-98223/home/2767855
1871,Vacant Land 2018,36 X12 SR 530 Arlington WA 98223,Arlington,75000.0,0,2.69,266,228690,105,212.,http://www.redfin.com/WA/Arlington/36-Washington-530-98223/home/145989836
1872,Vacant Land 2018,18501 Smokey Point Blvd NE Arlington WA 98223,Smokey Point,399000.0,0,2.69,266,27878,107,212.,http://www.redfin.com/WA/Arlington/18501-Smokey-Point-Blvd-98223/home/2562925
1873,Vacant Land 2018,182XX Smokey Point Blvd NE Arlington WA 98223,Arlington,1500000.0,0,2.69,266,146797,107,212.,http://www.redfin.com/WA/Arlington/182XX-Smokey-Point-Blvd-NE-Unknown/home/145958777
1874,Single Family Residential 2018,31416 & 31420 365th Dr NE Arlington WA 98223,North Arlington,1200000.0,4,3,332,26136,108,212.,http://www.redfin.com/WA/Arlington/31416-365th-Dr-NE-98223/home/2751304
1875,Vacant Land 2018,19421 State Route 530 NE Arlington WA 98223,Oso,130000.0,0,2.69,266,230432,109,212.,http://www.redfin.com/WA/Arlington/19421-State-Route-530-NE-98223/home/101737357
1876,Vacant Land 2018,2229 Freestad Rd Arlington WA 98223,Lake Ki,229950.0,0,2.69,266,50529,109,212.,http://www.redfin.com/WA/Arlington/2229-Freestad-Rd-98223/home/17511729
1877,Single Family Residential 2018,12709 Jim Creek Rd Arlington WA 98223,Jim Creek,685000.0,4,4,420,102366,109,212.,http://www.redfin.com/WA/Arlington/12709-Jim-Creek-Rd-98223/home/2611610
1878,Single Family Residential 2018,3113 183rd Place NE Arlington WA 98223,Smokey Point,355000.0,3,2.5,152,4792,119,21.0,http://www.redfin.com/WA/Arlington/3113-183rd-Pl-NE-98223/home/2892823
1879,Vacant Land 2018,30028 412th Ave NE Arlington WA 98223,Whitehorse,39950.0,0,2.69,266,38333,121,212.,http://www.redfin.com/WA/Arlington/30028-412th-Ave-NE-98223/home/145739246
1880,Single Family Residential 2018,36726 311th St NE Arlington WA 98223,Whitehorse,335000.0,2,1.75,101,29185,126,212.,http://www.redfin.com/WA/Arlington/36726-311th-St-NE-98223/home/2751297
1881,Mobile/Manufactured Home 2018,25512 Whitman Rd Arlington WA 98223,Oso,315000.0,3,2,112,91912,137,212.,http://www.redfin.com/WA/Arlington/25512-Whitman-Rd-98223/home/2505633
1882,Mobile/Manufactured Home 2018,12404 Smokes Rd Arlington WA 98223,Arlington,290000.0,3,2,176,223463,139,212.,http://www.redfin.com/WA/Arlington/12404-Smokes-Rd-98223/home/2564257
1883,Single Family Residential 2018,18127 Smokey Point Blvd Arlington WA 98223,Smokey Point,1100000.0,1,2.69,548,107592,140,212.,http://www.redfin.com/WA/Arlington/18127-Smokey-Point-Blvd-98223/home/2570713
1884,Vacant Land 2018,200 103rd Ave NE Unit 3 & 4 Arlington WA 98223,Burn Road,225000.0,0,2.69,266,413759,144,212.,http://www.redfin.com/WA/Arlington/200-103rd-Ave-NE-98223/unit-3-4/home/113166358
1885,Vacant Land 2018,36119 324th St NE Arlington WA 98223,Whitehorse,115000.0,0,2.69,266,431244,144,212.,http://www.redfin.com/WA/Arlington/36119-324th-St-NE-98223/home/22088580
1886,Single Family Residential 2018,325 S Cobb Ave Arlington WA 98223,Arlington,355000.0,4,2.5,170,3775,146,212.,http://www.redfin.com/WA/Arlington/325-S-Cobb-Ave-98223/home/2674895
1887,Single Family Residential 2018,323 S Cobb Ave Arlington WA 98223,Arlington,355000.0,3,2.5,177,3775,146,212.,http://www.redfin.com/WA/Arlington/323-S-Cobb-Ave-98223/home/145500872
1888,Mobile/Manufactured Home 2018,3004 Lakewood Rd Arlington WA 98223,Arlington,315000.0,3,2,170,10454,147,212.,http://www.redfin.com/WA/Arlington/3004-Lakewood-Rd-98223/home/2575629
1889,Vacant Land 2018,155 XX Highway 9 Arlington WA 98223,Sisco Heights,130000.0,0,2.69,266,229561,150,212.,http://www.redfin.com/WA/Arlington/155-XX-Highway-9-98223/home/145398577
1890,Mobile/Manufactured Home 2018,24412 27th Ave NE Arlington WA 98223,Kackman,345000.0,2,2,132,199940,159,212.,http://www.redfin.com/WA/Arlington/24412-27th-Ave-NE-98223/home/2911815
1891,Single Family Residential 2018,30910 351st Dr NE Arlington WA 98223,Whitehorse,114000.0,2,1,113,22770,165,59.0,http://www.redfin.com/WA/Arlington/30910-351st-Dr-NE-98223/home/2505842
1892,Vacant Land 2018,11202 192nd Dr NE Arlington WA 98223,Jordan Road,59500.0,0,2.69,266,11761,165,212.,http://www.redfin.com/WA/Arlington/11202-192nd-Dr-NE-98223/home/45439702
1893,Vacant Land 2018,18623 Jim Creek Rd Arlington WA 98223,Jim Creek,99950.0,0,2.69,266,190662,169,212.,http://www.redfin.com/WA/Arlington/18623-Jim-Creek-Rd-98223/home/145266971
1894,Vacant Land 2018,16529 148TH St NE Lot 5 Arlington WA 98223,Jordan Road,120000.0,0,2.69,266,217800,174,212.,http://www.redfin.com/WA/Arlington/16529-148th-St-NE-98223/unit-5/home/145244437
1895,Vacant Land 2018,20XXX Olympic Place Arlington WA 98223,Arlington,500000.0,0,2.69,266,71874,177,212.,http://www.redfin.com/WA/Arlington/20XXX-Olympic-Pl-98223/home/145230010
1896,Vacant Land 2018,10115 124th St NE Arlington WA 98223,Arlington,350000.0,0,2.69,266,1800335,187,212.,http://www.redfin.com/WA/Arlington/10115-124th-St-NE-98223/home/145130752
1897,Vacant Land 2018,15312 320th St NE Arlington WA 98223,Fraley Mountain,75000.0,0,2.69,266,218236,188,212.,http://www.redfin.com/WA/Arlington/15312-320th-Pl-NE-98223/home/39952057
1898,Vacant Land 2018,26444 Lake Riley Rd Arlington WA 98223,Jim Creek,99950.0,0,2.69,266,429937,192,212.,http://www.redfin.com/WA/Arlington/26444-Lake-Riley-Rd-98223/home/145114919
1899,Single Family Residential 2018,17100 143rd Ave NE Arlington WA 98223,Arlington,388000.0,2,1,120,199505,193,212.,http://www.redfin.com/WA/Arlington/17100-143rd-Ave-NE-98223/home/2605899
1900,Vacant Land 2018,11903 166th Dr NE Arlington WA 98223,Rainbow Springs,79950.0,0,2.69,266,9148,202,212.,http://www.redfin.com/WA/Arlington/11903-166th-Dr-NE-98223/home/22091545
1901,Vacant Land 2018,19325 jordan Rd Arlington WA 98223,Arlington Heights,699000.0,0,2.69,266,1590375,221,212.,http://www.redfin.com/WA/Arlington/19325-Jordan-Rd-98223/home/2544390
1902,Vacant Land 2018,13805 Jordan Trails Rd #22 Arlington WA 98223,Jordan Ridge/River,20000.0,0,2.69,266,52272,229,212.,http://www.redfin.com/WA/Arlington/13805-Jordan-Trails-Rd-98223/unit-22/home/144797797
1903,Vacant Land 2018,21000 81st Dr NE Arlington WA 98223,Arlington,400000.0,0,2.69,266,60984,236,212.,http://www.redfin.com/WA/Arlington/21000-81st-Dr-NE-98223/home/144766638
1904,Vacant Land 2018,7423 204th St NE Unit A&B Arlington WA 98223,Arlington,1500000.0,0,2.69,266,190923,247,212.,http://www.redfin.com/WA/Arlington/7423-204th-St-NE-98223/unit-A-B/home/144707444
1905,Vacant Land 2018,22400 Wallitner Rd Arlington WA 98223,Arlington Heights,250000.0,0,2.69,266,453895,257,212.,http://www.redfin.com/WA/Arlington/22400-Wallitner-Rd-98223/home/144631680
1906,Vacant Land 2018,29415 Old State Route 9 NE Arlington WA 98223,Bryant,97500.0,0,2.69,266,210830,278,212.,http://www.redfin.com/WA/Arlington/29415-Old-State-Route-9-NE-98223/home/113363267
1907,Vacant Land 2018,29417 Old State Route 9 NE Arlington WA 98223,Bryant,97500.0,0,2.69,266,209088,278,212.,http://www.redfin.com/WA/Arlington/29417-Old-State-Route-9-NE-98223/home/113366286
1908,Vacant Land 2018,166th Place NE Arlington WA 98223,Smokey Point,460000.0,0,2.69,266,33977,301,212.,http://www.redfin.com/WA/Arlington/166th-Pl-NE-98223/home/101674424
1909,Vacant Land 2018,8305 Wade Rd Arlington WA 98223,Arlington,475000.0,0,2.69,266,2120936,306,212.,http://www.redfin.com/WA/Arlington/8305-Wade-Rd-98223/home/144325531
1910,Vacant Land 2018,12400 SR 9 Arlington WA 98223,Sisco Heights,225000.0,0,2.69,266,249599,307,212.,http://www.redfin.com/WA/Arlington/12400-Washington-9-98223/home/144322164
1911,Vacant Land 2018,State Route 9 NE Arlington WA 98223,Arlington,550000.0,0,2.69,266,3138934,319,212.,http://www.redfin.com/WA/Arlington/Unknown-Unknown/home/145173368
1912,Vacant Land 2018,21529 252nd St NE Arlington WA 98223,Arlington,90000.0,0,2.69,266,217800,354,212.,http://www.redfin.com/WA/Arlington/21529-252nd-St-NE-98223/home/40298674
1913,Single Family Residential 2018,4928 226th Place NE Arlington WA 98223,Eagle Ridge,852500.0,5,6.5,462,220414,383,92.0,http://www.redfin.com/WA/Arlington/4928-226th-Pl-NE-98223/home/2465205
1914,Vacant Land 2018,4 xy McRae Rd NW Lot 1 Arlington WA 98223,Seven Lakes,175000.0,0,2.69,266,215820,389,212.,http://www.redfin.com/WA/Arlington/4-xy-McRae-Rd-NW-98223/unit-1/home/143425501
1915,Single Family Residential 2018,19920 43rd Ave NE Arlington WA 98223,Arlington,999950.0,4,2.75,260,264845,431,212.,http://www.redfin.com/WA/Arlington/19920-43rd-Ave-NE-98223/home/11882017
1916,Vacant Land 2018,16100 Jordan Trail Rd Arlington WA 98223,Jordan Ridge/River,30000.0,0,2.69,266,15246,438,212.,http://www.redfin.com/WA/Arlington/16100-Jordan-Trails-Rd-98223/home/140551735
1917,Vacant Land 2018,16020 State Route 530 NE Arlington WA 98223,Arlington,225000.0,0,2.69,266,953964,454,212.,http://www.redfin.com/WA/Arlington/16020-State-Route-530-NE-98223/home/129342265
1918,Vacant Land 2018,18532 Jordan Rd Arlington WA 98223,Arlington,149950.0,0,2.69,266,105851,516,212.,http://www.redfin.com/WA/Arlington/18532-Jordan-Rd-98223/home/2563436
1919,Vacant Land 2018,7423 204th St NE Unit D Arlington WA 98223,Arlington,400000.0,0,2.69,266,29978,620,212.,http://www.redfin.com/WA/Arlington/7423-204th-St-NE-98223/unit-D/home/112862404
1920,Vacant Land 2018,NNA 124th St NE Arlington WA 98223,Sisco Heights,99950.0,0,2.69,266,392911,876,212.,http://www.redfin.com/WA/Arlington/NNA-124th-St-NE-98223/home/105415355
1921,Single Family Residential 2018,9515 N Cedarvale Loop Rd Arlington WA 98223,Grandview,790000.0,3,2,316,871200,1261,212.,http://www.redfin.com/WA/Arlington/9515-N-Cedarvale-Loop-Rd-98223/home/73765918
1922,Vacant Land 2018,N Macleod Ave Arlington WA 98223,Arlington,125000.0,0,2.69,266,4363,1893,212.,http://www.redfin.com/WA/Arlington/N-Macleod-Ave-98223/home/55529814
1923,Vacant Land 2018,29608 124th Ave NE Arlington WA 98223,Arlington,109000.0,0,2.69,266,217800,1973,212.,http://www.redfin.com/WA/Arlington/29608-124th-Ave-NE-98223/home/77494535
1924,Vacant Land 2018,29631 124th Ave NE Arlington WA 98223,Arlington,119000.0,0,2.69,266,221700,1973,212.,http://www.redfin.com/WA/Arlington/29631-124th-Ave-NE-98223/home/77494534
1925,Single Family Residential 2018,34520 38th Ave S Auburn WA 98001,Lake Geneva,1500000.0,5,4.75,778,22609,48,212.,http://www.redfin.com/WA/Auburn/34520-38th-Ave-S-98001/home/362491
1926,Vacant Land 2018,35610 51st Ave S Auburn WA 98001,Jovita Heights,59975.0,0,2.69,266,12320,48,212.,http://www.redfin.com/WA/Auburn/35610-51st-Ave-S-98001/home/146443351
1927,Single Family Residential 2018,32437 46th Ave S Auburn WA 98001,West Hill,499950.0,3,3,315,40946,54,212.,http://www.redfin.com/WA/Auburn/32437-46th-Ave-S-98001/home/363846
1928,Vacant Land 2018,37000 37500 Military Rd S Auburn WA 98001,5 Mile Lake,279800.0,0,2.69,266,24835,54,212.,http://www.redfin.com/WA/Auburn/37500-Military-Rd-S-98001/home/146424915
1929,Single Family Residential 2018,45 3rd Ave N Algona WA 98001,Algona,340000.0,3,2,138,9000,55,212.,http://www.redfin.com/WA/Algona/45-3rd-Ave-N-98001/home/365734
1930,Single Family Residential 2018,6347 S 298th Place Auburn WA 98001,West Hill,500000.0,4,2.5,262,9605,55,6.0,http://www.redfin.com/WA/Auburn/6347-S-298th-Pl-98001/home/210131
1931,Single Family Residential 2018,29822 49th Lane S #13 Auburn WA 98001,West Hill,379000.0,3,2.5,165,192363,56,118.,http://www.redfin.com/WA/Auburn/29822-49th-Ln-S-98001/unit-13/home/2077286
1932,Vacant Land 2018,366 46th Ave S Auburn WA 98001,Jovita,55000.0,0,2.69,266,26720,57,212.,http://www.redfin.com/WA/Auburn/366-46th-Ave-S-98001/home/146403625
1933,Single Family Residential 2018,901 Pike St NW Auburn WA 98001,West Hill,500000.0,4,2.5,225,9496,60,212.,http://www.redfin.com/WA/Auburn/901-Pike-St-NW-98001/home/344863
1934,Single Family Residential 2018,3121 S 276th           (Home Site 14) Ct Auburn WA 98001,Star Lake,734950.0,4,3.5,333,3720,60,46.0,http://www.redfin.com/WA/Auburn/3121-S-276th-St-98001/home/146329976
1935,Single Family Residential 2018,29449 51st Ave S Auburn WA 98001,West Hill,829000.0,4,2.75,355,14400,61,212.,http://www.redfin.com/WA/Auburn/29449-51st-Ave-S-98001/home/22674007
